Order,Family,Species,ZooMS_taxon,COL1a2_978_990,COL1a2_604_618,COL1a2_502_519,COL1a2_889_906,COL1a2_889_906,COL1a2_175_192,COL1a2_292_309,COL1a2_625_648,COL1a2_625_653,COL1a2_658_687,COL1a2_454_483,COL1a2_757_789,COL1a2_10_42,COL1a2_10_42,COL1a2_520_555,COL1a2_520_555
Accipitriformes,Accipitridae,Haliaeetus albicilla,White-tailed sea-eagle,1220.7,1221.6,1552.8,1578.8,1594.8,1603.8,1566.8,2108.0,2466.2,2511.3,2804.3,2913.5,3097.4,3113.4,3178.5,3194.5
Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald eagle,1220.7,1221.6,1552.8,1578.8,1594.8,1603.8,1566.8,2108.0,2466.2,2511.3,2804.3,2913.5,3097.4,3113.4,3178.5,3194.5
Accipitriformes,Accipitridae,Harpia Harpyja,harpy eagle,1220.7,1221.6,1552.8,1578.8,1594.8,1603.8,1579.7,2108.0,2466.2,2511.3,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Apodiformes,Trochilidae,Heliangelus exortis,Heliangelus exortis,1252.6,1237.6,1578.8,1564.8,1580.8,1598.8,1609.8,2108.0,2466.2,2529.2,2846.3,2927.5,3126.4,3142.4,3128.4,3144.4
Gruiformes,Heliornithidae,Heliornis fulica,sungrebe,1252.6,1221.6,1552.8,1578.8,1594.8,1589.8,1609.8,2108.0,2466.2,2497.2,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Hirundinidae,Hirundo Rustica,Barn swallow,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Scotocercidae,Horornis Vulcanius,Horornis Vulcanius,1220.7,1221.6,1552.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,,,3166.5,3182.5
Passeriformes,Sylviidae,Hylia Prasina,green hylia,1220.7,1221.6,1552.8,1550.8,1566.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3120.4,3136.4,3166.5,3182.5
Passeriformes,Zosteropidae,Hypocryptadius Cinnamomeus,Hypocryptadius Cinnamomeus,1220.7,1221.6,1552.8,1564.8,1580.8,1603.8,1578.8,2108.0,2466.2,2511.3,,2927.5,3111.4,3127.4,3166.5,3182.5
Charadriiformes,Charadriidae,Ibidorhyncha Struthersii,Ibidorhyncha Struthersii,1220.7,1221.6,1578.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2525.3,2777.3,2927.5,3106.4,3122.4,3166.5,3182.5
Piciformes,Indicatoridae,Indicator Indicator,Indicator Indicator,1220.7,1237.6,1578.8,1550.8,1566.8,1603.8,1639.8,2108.0,2466.2,2483.2,2777.3,2927.5,3111.4,3127.4,3124.5,3140.5
Galliformes,Phasianidae,Lagopus leucura,White-tailed ptarmigan,1220.7,1221.6,1594.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2553.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Galliformes,Phasianidae,Lagopus muta,Rock ptarmigan,1220.7,1221.6,1594.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2553.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Charadriiformes,Laridae,Larus Fuscus,Lesser black-backed gull,1220.7,1221.6,1552.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2531.2,2777.3,2927.5,3097.4,3113.4,3206.5,3222.5
Charadriiformes,Laridae,Larus michahellis,yellow-legged gull,1220.7,1221.6,1552.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2531.2,2777.3,2927.5,3097.4,3113.4,3206.5,3222.5
Psittaciformes,Psittacidae,Lathamus Discolor,Swift parrot,1192.6,1221.6,1578.8,1564.8,1580.8,1612.8,1609.8,2135.0,2493.2,2497.2,2804.3,2927.5,3097.4,3113.4,3108.4,3124.4
Passeriformes,Pipridae,Lepidothrix Coronata,blue-crowned manakin,1220.7,1221.6,1568.8,1592.8,1608.8,1603.8,1596.8,2108.0,2466.2,2509.3,2777.3,2927.5,3120.4,3136.4,3150.5,3166.5
Coraciiformes,Leptosomidae,Leptosomus Discolor,Madagascar cuckoo roller,1220.7,1221.6,1552.8,1550.8,1566.8,1603.8,1566.8,2108.0,2466.2,2481.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
,,Lonchura Striata Domestica,Lonchura Striata Domestica,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Dicruridae,Machaerirhynchus Nigripectus,Machaerirhynchus Nigripectus,1220.7,1221.6,1552.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3120.4,3136.4,3156.5,3172.5
Passeriformes,Maluridae,Malurus Melanocephalus,red-backed fairy wren,1220.7,1221.6,1578.8,1578.8,1594.8,1603.8,1608.8,2108.0,2466.2,2465.3,2777.3,2927.5,3111.4,3127.4,3156.5,3172.5
Passeriformes,Pipridae,Manacus Candei,White-collared manakin,1220.7,1221.6,1568.8,1592.8,1608.8,1603.8,1596.8,2108.0,2466.2,2509.3,2777.3,2927.5,3120.4,3136.4,3150.5,3166.5
Passeriformes,Pipridae,Manacus Vitellinus,golden-collared manakin,1220.7,1221.6,1568.8,1592.8,1608.8,1603.8,1596.8,2108.0,2466.2,2509.3,2777.3,2927.5,3120.4,3136.4,3150.5,3166.5
Piciformes,Picidae,Melanerpes formicivorus,Acorn woodpecker,1220.7,1221.6,1578.8,1550.8,1566.8,1589.8,1609.8,2135.0,2493.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Melanocharitidae,Melanocharis Versteri,Fan-tailed berrypecker,1220.7,1237.6,1552.8,1592.8,1608.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3120.4,3136.4,3150.5,3166.5
Galliformes,Phasianidae,Meleagris gallopavo,Wild turkey,1220.7,1221.6,1622.8,1578.8,1594.8,1603.8,1609.8,2108.0,2466.2,2539.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Psittaciformes,Psittaculidae,Melopsittacus undulatus,Budgerigar,1192.6,1221.6,1578.8,1564.8,1580.8,1626.8,1609.8,2107.0,2465.1,2497.2,2804.3,2927.5,3097.4,3113.4,3108.4,3124.4
Passeriformes,Passerellidae,Melospiza Georgiana,Swamp sparrow,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2539.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Passerellidae,Melospiza Melodia Melodia,Melospiza Melodia Melodia,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2539.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Passerellidae,Melozone Crissalis,California towhee,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3156.5,3172.5
Anatidae,Anseriformes,Mergus octosetaceus,Brazilian merganser,1192.6,1221.6,1578.8,1616.8,1632.8,1603.8,1609.8,2108.0,2466.2,2511.3,2804.3,2969.5,3097.4,3113.4,3152.5,3168.5
Coraciiformes,Meropidae,Merops Nubicus,Northern carmine bee-eater,1220.7,1221.6,1578.8,1550.8,1566.8,1589.8,1596.8,2108.0,2466.2,2497.2,2777.3,2913.5,3097.4,3113.4,3152.5,3168.5
Mesitornithiformes,Mesitornithidae,Mesitornis Unicolor,brown roatelo,1220.7,1221.6,1594.8,1578.8,1594.8,1589.8,1596.8,2108.0,2466.2,2497.2,2777.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Icteridae,Molothrus Ater,Brown-headed cowbird,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Icteridae,Molothrus aeneus,Bronzed cowbird,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Accipitridae,Accipitriformes,Morphnus guianensis,crested eagle,1220.7,1221.6,1552.8,1578.8,1594.8,1603.8,1579.7,2108.0,2466.2,2511.3,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Sulidae,Pelecaniformes,Morus bassanus,Northern gannet,1220.7,1251.6,1552.8,1578.8,1594.8,1603.8,1623.8,2094.0,2452.1,2511.3,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Motacillidae,Motacilla Alba Alba,Motacilla Alba Alba,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2897.5,3111.4,3127.4,3166.5,3182.5
Ciconiiformes,Ciconiidae,Mycteria americana,Wood stork,1220.7,1235.6,1552.8,1578.8,1594.8,1589.8,1596.8,2108.0,2466.2,2497.2,2804.3,2913.5,3111.4,3127.4,3178.5,3194.5
Passeriformes,Monarchidae,Myiagra Hebetior,Myiagra Hebetior,1220.7,1221.6,1578.8,1550.8,1566.8,1603.8,1608.8,2108.0,2466.2,2509.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Tyrannidae,Myiozetetes Cayanensis,Myiozetetes Cayanensis,1220.7,1221.6,1578.8,1550.8,1566.8,1603.8,1596.8,2108.0,2466.2,2539.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Pipridae,Neopelma Chrysocephalum,saffron-crested tyrant-manakin,1220.7,1221.6,1568.8,1592.8,1608.8,1603.8,1596.8,2108.0,2466.2,2509.3,2777.3,2927.5,3097.4,3113.4,3150.5,3166.5
Psittaciformes,Psittacidae,Neopsephotus Bourkii,Bourke's parrot,1192.6,1221.6,1578.8,1564.8,1580.8,1612.8,1609.8,2135.0,2493.2,2511.3,2804.3,2927.5,3097.4,3113.4,3136.5,3152.5
Psittaciformes,Psittacidae,Nestor Notabilis,Kea,1192.6,1221.6,1578.8,1564.8,1580.8,1603.8,1609.8,2135.0,2493.2,2523.3,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Pelecaniformes,Threskiornithidae,Nipponia Nippon,Crested ibis,1220.7,1221.6,1578.8,1578.8,1594.8,1603.8,1596.8,2108.0,2466.2,2497.2,2804.3,2927.5,3106.4,3122.4,3152.5,3168.5
Tinamiformes,Tinamidae,Nothoprocta Perdicaria,Chilean tinamou,1220.7,1221.6,1578.8,1578.8,1594.8,1603.8,1609.8,2108.0,2466.2,2511.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Charadriiformes,Scolopacidae,Numenius arquata,Eurasian curlew,1220.7,1221.6,1608.8,1550.8,1566.8,1612.8,1609.8,2108.0,2466.2,2531.2,2777.3,3000.5,3071.4,3087.4,3180.5,3196.5
Galliformes,Numididae,Numida Meleagris,Helmeted guineafowl,1220.7,1221.6,1594.8,1578.8,1594.8,1603.8,1596.8,2108.0,2466.2,2511.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Caprimulgiformes,Nyctibiidae,Nyctibius Bracteatus,Rufous potoo,1252.6,1221.6,1552.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2497.2,2804.3,2913.5,3120.4,3136.4,3178.5,3194.5
Caprimulgiformes,Nyctibiidae,Nyctibius Grandis,Great potoo,1252.6,1221.6,1552.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2497.2,2804.3,2913.5,3120.4,3136.4,3178.5,3194.5
Caprimulgiformes,Caprimulgidae,Nyctiprogne Leucopyga,Nyctiprogne Leucopyga,1220.7,1221.6,1594.8,1550.8,1566.8,1575.8,1609.8,2108.0,2466.2,2497.2,2804.3,2913.5,3106.4,3122.4,3180.5,3196.5
Procellariiformes,,Oceanodroma Tethys,Wedge-rumped storm-petrel,1252.6,1221.6,1568.8,1580.8,1596.8,1561.8,1609.8,2108.0,2466.2,2499.2,2804.3,2913.5,3106.4,3122.4,3166.5,3182.5
Galliformes,Odontophoridae,Odontophorus gujanensis,marbled wood quail,1220.7,1221.6,1594.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2539.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Passeriformes,Muscicapidae,Oenanthe Melanoleuca,Oenanthe Melanoleuca,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2539.3,2777.3,2913.5,3111.4,3127.4,3156.5,3172.5
Passeriformes,Passeridae,Onychostruthus Taczanowskii,white-rumped snowfinch,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Opisthocomiformes,Opisthocomidae,Opisthocomus Hoazin,Hoatzin,1220.7,1221.6,1552.8,1606.8,1622.8,1589.8,1578.8,2108.0,2466.2,2541.3,2804.3,2913.5,3097.4,3113.4,3178.5,3194.5
Passeriformes,Orthonychidae,Orthonyx Spaldingii,Chowchilla,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2497.2,2777.3,2927.5,3111.4,3127.4,3140.5,3156.5
Passeriformes,Timaliidae,Oxylabes Madagascariensis,white-throated Oxylabes,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1578.8,2108.0,2466.2,2511.3,2777.3,2927.5,3135.4,3151.4,3140.5,3156.5
Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy duck,1192.6,1221.6,1578.8,1644.8,1660.8,1589.8,1609.8,2108.0,2466.2,2511.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Paridae,Parus Major,Great tit,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2897.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Passeridae,Passer Domesticus,House sparrow,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Passeridae,Passer Montanus,Eurasian tree sparrow,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2913.5,3111.4,3127.4,3166.5,3182.5
Passerellidae,Passeriformes,Passerculus sandwichensis,Savannah sparrow,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Columbiformes,Columbidae,Patagioenas Fasciata,Northern band-tailed pigeon,1192.6,1225.6,1578.8,1592.8,1608.8,1596.8,1579.7,2108.0,2466.2,2497.2,2804.3,2881.5,3097.4,3113.4,3150.4,3166.4
Columbiformes,Columbidae,Patagioenas Fasciata Monilis,Patagioenas Fasciata Monilis,1192.6,1225.6,1578.8,1592.8,1608.8,1596.8,1579.7,2108.0,2466.2,2497.2,2804.3,2881.5,3097.4,3113.4,3150.4,3166.4
Pelecaniformes,Pelecanidae,Pelecanus Crispus,Dalmatian pelican,1220.7,1235.6,1552.8,1578.8,1594.8,1603.8,1596.8,2108.0,2466.2,2497.2,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Galliformes,Cracidae,Penelope Pileata,Penelope Pileata,1220.7,1221.6,1568.8,1604.8,1620.8,1603.8,1596.8,2108.0,2466.2,2511.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Psittaciformes,Psittacidae,Pezoporus Flaviventris,Pezoporus Flaviventris,1192.6,1221.6,1578.8,1564.8,1580.8,1612.8,1609.8,2135.0,2493.2,2497.2,2804.3,2927.5,3097.4,3113.4,3136.5,3152.5
Psittaciformes,Psittacidae,Pezoporus Occidentalis,Night parrot,1192.6,1221.6,1578.8,1564.8,1580.8,1612.8,1609.8,2135.0,2493.2,2497.2,2804.3,2927.5,3097.4,3113.4,3136.5,3152.5
Psittaciformes,Psittacidae,Pezoporus Wallicus,Ground parrot,1192.6,1221.6,1578.8,1564.8,1580.8,1612.8,1609.8,2135.0,2493.2,2497.2,2804.3,2927.5,3097.4,3113.4,3136.5,3152.5
Cuculiformes,Cuculidae,Phaenicophaeus curvirostris,Phaenicophaeus curvirostris,1220.7,1251.6,1552.8,1550.8,1566.8,1603.8,1596.8,2108.0,2466.2,2497.2,2804.3,2927.5,3081.4,3097.4,3192.5,3208.5
Phaethontiformes,Phaethontidae,Phaethon Lepturus,White-tailed tropicbird,1220.7,1195.6,1552.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2497.2,2804.3,2913.5,3106.4,3122.4,3152.5,3168.5
Trochilidae,Apodiformes,Phaethornis superciliosus,Long-tailed hermit,1252.6,1237.6,1578.8,1592.8,1608.8,1626.8,1609.8,2108.0,2466.2,2529.2,2846.3,2913.5,3126.4,3142.4,3112.4,3128.4
Suliformes,Phalacrocoracidae,Phalacrocorax Carbo,Great cormorant,1220.7,1235.6,1552.8,1578.8,1594.8,1603.8,1593.8,2135.0,2493.2,2497.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Suliformes,Phalacrocoracidae,Phalacrocorax aristotelis,Phalacrocorax aristotelis,1220.7,1235.6,1552.8,1552.8,,1603.8,1593.8,2135.0,2493.2,2497.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Galliformes,Phasianidae,Phasianus colchicus,Common pheasant,1220.7,1221.6,1594.8,1578.8,1594.8,1603.8,1609.8,2108.0,2466.2,2539.3,2777.3,2927.5,3097.4,3113.4,3192.5,3208.5
Passeriformes,Pipridae,Pipra Filicauda,Wire-tailed manakin,1220.7,1221.6,1568.8,1592.8,1608.8,1603.8,1596.8,2108.0,2466.2,2509.3,2777.3,2927.5,3120.4,3136.4,3150.5,3166.5
Passeriformes,Pipridae,Piprites Chloris,Wing-barred manakin,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1609.8,2108.0,2466.2,2511.3,2777.3,2927.5,3097.4,3113.4,3156.5,3172.5
Passeriformes,Tyrannidae,Pitangus Sulphuratus,Great kiskadee,1220.7,1221.6,1578.8,1550.8,1566.8,1603.8,1596.8,2108.0,2466.2,2525.3,2777.3,,3111.4,3127.4,3140.5,3156.5
Thamnophilidae,Passeriformes,Pithys albifrons albifrons,Pithys albifrons albifrons,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1609.8,2108.0,2466.2,2513.2,2777.3,2927.5,3097.4,3113.4,3140.5,3156.5
Passeriformes,,Platysteira Castanea,Platysteira Castanea,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3120.4,3136.4,3156.5,3172.5
Charadriidae,Charadriiformes,Pluvialis apricaria,Pluvialis apricaria,1252.6,1221.6,1578.8,1550.8,1566.8,1589.8,1609.8,2108.0,2466.2,2497.2,2777.3,2927.5,3120.4,3136.4,3166.5,3182.5
Podargidae,Caprimulgiformes,Podargus strigoides,Tawny frogmouth,1220.7,1195.6,1552.8,1594.8,1610.8,1589.8,1609.8,2108.0,2466.2,2513.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-billed grebe,1220.7,1221.6,1578.8,1550.8,1566.8,1589.8,1596.8,2108.0,2466.2,2497.2,2804.3,2927.5,3106.4,3122.4,3152.5,3168.5
Passeriformes,Paridae,Poecile Atricapillus,Black-capped chickadee,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Piciformes,Lybiidae,Pogoniulus Pusillus,Red-fronted tinkerbird,1220.7,1221.6,1578.8,1550.8,1566.8,1589.8,1609.8,2108.0,2466.2,2511.3,2777.3,2927.5,3097.4,3113.4,3136.5,3152.5
Rallidae,Gruiformes,Porphyrio hochstetteri,South Island takahe,1220.7,1221.6,1552.8,1578.8,1594.8,1589.8,1609.8,2108.0,2466.2,2497.2,2804.3,2985.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Cisticolidae,Prinia Subflava,tawny-flanked prinia,1220.7,1221.6,1552.8,1592.8,1608.8,1603.8,1608.8,2108.0,2466.2,2539.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Psittaciformes,Cacatuidae,Probosciger Aterrimus,Palm cockatoo,1192.6,1221.6,1594.8,1564.8,1580.8,1589.8,1582.7,2135.0,2493.2,2497.2,2804.3,2927.5,3097.4,3113.4,3166.5,3182.5
Passeriformes,Nectariniidae,Promerops Cafer,Cape sugarbird,1220.7,1221.6,1578.8,1578.8,1594.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3120.4,3136.4,3156.5,3172.5
Passeriformes,Prunellidae,Prunella Fulvescens,Brown accentor,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2497.2,,2927.5,3135.4,3151.4,3166.5,3182.5
Passeriformes,Pipridae,Pseudopipra Pipra,Pseudopipra Pipra,1220.7,1221.6,1568.8,1592.8,1608.8,1603.8,1596.8,2108.0,2466.2,2521.3,2777.3,2927.5,3120.4,3136.4,3150.5,3166.5
Passeriformes,Paridae,Pseudopoces Humilis,Tibetan ground jay,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2897.5,3111.4,3127.4,3166.5,3182.5
Gruiformes,Psophiidae,Psophia Crepitans,common trumpeter,1192.6,1221.6,1552.8,1578.8,1594.8,1603.8,1609.8,2108.0,2466.2,2499.2,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Pterocliformes,Pteroclidae,Pterocles Gutturalis,yellow-throated sandgrouse,1234.7,1221.6,1594.8,1550.8,1566.8,1603.8,1578.8,2108.0,2466.2,2497.2,2804.3,2939.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Pycnonotidae,Pycnonotus Jocosus,Red-whiskered bulbul,1220.7,1221.6,1578.8,1592.8,1608.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Sphenisciformes,Spheniscidae,Pygoscelis Adeliae,Adelie penguin,1220.7,1221.6,1582.8,1594.8,1610.8,1561.8,1609.8,2108.0,2466.2,2499.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Passeridae,Pyrgilauda Ruficollis,rufous-necked snowfinch,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,,Rhagologus Leucostigma,Rhagologus Leucostigma,1220.7,1221.6,1552.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3120.4,3136.4,3156.5,3172.5
Rheiformes,Rheidae,Rhea Pennata,Lesser rhea,1220.7,1221.6,1578.8,1594.8,1610.8,1603.8,1566.8,2108.0,2466.2,2511.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Rhynochetidae,Gruiformes,Rhynochetos jubatus,kagu,1220.7,1221.6,1608.8,1550.8,1566.8,1589.8,1609.8,2108.0,2466.2,2499.2,2804.3,2927.5,3087.4,3103.4,3142.4,3158.4
Charadriiformes,Laridae,Rissa Tridactyla,Black-legged kittiwake,1220.7,1195.6,1552.8,1550.8,1566.8,1603.8,1609.8,2108.0,2466.2,2531.2,2777.3,2927.5,3097.4,3113.4,3206.5,3222.5
Cathartidae,Accipitriformes,Sarcoramphus papa,King vulture,1220.7,1221.6,1568.8,1578.8,1594.8,1603.8,1596.8,2108.0,2466.2,2497.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Furnariidae,Sclerurus Mexicanus,tawny-throated leaftosser,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1609.8,2108.0,2466.2,2527.3,2777.3,2927.5,3097.4,3113.4,3156.5,3172.5
Pelecaniformes,Scopidae,Scopus Umbretta,Hammerkop,1220.7,1221.6,1578.8,1606.8,1622.8,1589.8,1596.8,2108.0,2466.2,2497.2,2804.3,2927.5,,,3152.5,3168.5
Passeriformes,Fringillidae,Serinus Canaria,Island canary,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2497.2,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Sittidae,Sitta Europaea,Eurasian nuthatch,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2525.3,,2939.5,3111.4,3127.4,3166.5,3182.5
Spheniscidae,Sphenisciformes,Spheniscus humboldti,Humboldt penguin,1220.7,1221.6,1552.8,1594.8,1610.8,1561.8,1609.8,2108.0,2466.2,2497.2,2804.3,2913.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Passerellidae,Spizella Passerina,Chipping sparrow,1220.7,1221.6,1578.8,1564.8,1580.8,1603.8,1608.8,2108.0,2466.2,2539.3,2777.3,2927.5,,,3166.5,3182.5
Psittaciformes,Psittacidae,Strigops Habroptila,Kakapo,1192.6,1221.6,1552.8,1564.8,1580.8,1589.8,1596.8,2135.0,2493.2,2509.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Strigiformes,Strigidae,Strix aluco,Tawny owl,1220.7,1221.6,1568.8,1578.8,1594.8,1589.8,1579.7,2108.0,2466.2,2497.2,2804.3,2913.5,3097.4,3113.4,3142.4,3158.4
Strigiformes,Strigidae,Strix uralensis,Ural owl,1220.7,1221.6,1568.8,1578.8,1594.8,1589.8,1579.7,2108.0,2466.2,2497.2,2804.3,2913.5,3097.4,3113.4,3142.4,3158.4
Passeriformes,Corcoracidae,Struthidea Cinerea,Struthidea Cinerea,1220.7,1221.6,1578.8,1592.8,1608.8,1603.8,1608.8,2108.0,2466.2,2509.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Struthioniformes,Struthionidae,Struthio Camelus Australis,Struthio Camelus Australis,1220.7,1221.6,1578.8,1578.8,1594.8,1603.8,1609.8,2108.0,2466.2,2511.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
Passeriformes,Sturnidae,Sturnus Vulgaris,Starling,1220.7,1221.6,1578.8,1550.8,1566.8,1603.8,1608.8,2108.0,2466.2,2511.3,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Suliformes,Sulidae,Sula Dactylatra,Masked booby,1220.7,1209.6,1552.8,1578.8,1594.8,1603.8,1593.8,2094.0,2452.1,2511.3,2804.3,2913.5,3094.4,3110.4,3152.5,3168.5
Passeriformes,Sylviidae,Sylvia atricapilla,blackcap,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2497.2,2777.3,2897.5,3111.4,3127.4,3166.5,3182.5
Sylviidae,Passeriformes,Sylvia borin,Garden warbler,1220.7,1221.6,1578.8,1592.8,1608.8,1589.8,1608.8,2108.0,2466.2,2497.2,2777.3,2897.5,3111.4,3127.4,3166.5,3182.5
Passeriformes,Estrildidae,Taeniopygia Guttata,Zebra finch,1220.7,1221.6,1578.8,1564.8,1580.8,1589.8,1608.8,2108.0,2466.2,2497.2,2777.3,2927.5,3111.4,3127.4,3166.5,3182.5
Musophagiformes,Musophagidae,Tauraco Erythrolophus,Red-crested turaco,1220.7,1221.6,1578.8,1550.8,1566.8,1603.8,1566.8,2108.0,2466.2,2511.3,2804.3,2927.5,3097.4,3113.4,3152.5,3168.5
